model,category,sample_index,image_id,relative_path,target_class_id,target_class_name,baseline_top1_class_id,baseline_top1_class_name,fudd_top1_class_id,fudd_top1_class_name,baseline_target_rank,fudd_target_rank,target_in_baseline_top10,top1_changed_by_fudd
openai_clip,degraded,0,1,001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.jpg,0,Black-footed Albatross,0,Black-footed Albatross,2,Sooty Albatross,1,2,True,True
openai_clip,degraded,1,3,001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,0,Black-footed Albatross,0,Black-footed Albatross,2,Sooty Albatross,1,2,True,True
openai_clip,degraded,4,12,001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg,0,Black-footed Albatross,0,Black-footed Albatross,2,Sooty Albatross,1,2,True,True
openai_clip,degraded,5,13,001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,0,Black-footed Albatross,0,Black-footed Albatross,2,Sooty Albatross,1,2,True,True
openai_clip,degraded,11,24,001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,0,Black-footed Albatross,0,Black-footed Albatross,1,Laysan Albatross,1,2,True,True
openai_clip,degraded,14,27,001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,0,Black-footed Albatross,0,Black-footed Albatross,2,Sooty Albatross,1,2,True,True
openai_clip,degraded,24,48,001.Black_footed_Albatross/Black_Footed_Albatross_0078_796126.jpg,0,Black-footed Albatross,0,Black-footed Albatross,2,Sooty Albatross,1,3,True,True
openai_clip,degraded,119,240,005.Crested_Auklet/Crested_Auklet_0042_794902.jpg,4,Crested Auklet,4,Crested Auklet,7,Rhinoceros Auklet,1,2,True,True
openai_clip,degraded,129,277,005.Crested_Auklet/Crested_Auklet_0070_785261.jpg,4,Crested Auklet,4,Crested Auklet,7,Rhinoceros Auklet,1,2,True,True
openai_clip,degraded,132,286,006.Least_Auklet/Least_Auklet_0014_1901.jpg,5,Least Auklet,5,Least Auklet,7,Rhinoceros Auklet,1,2,True,True
openai_clip,degraded,134,298,006.Least_Auklet/Least_Auklet_0039_795081.jpg,5,Least Auklet,5,Least Auklet,6,Parakeet Auklet,1,2,True,True
openai_clip,degraded,137,308,006.Least_Auklet/Least_Auklet_0055_795106.jpg,5,Least Auklet,5,Least Auklet,7,Rhinoceros Auklet,1,2,True,True
openai_clip,degraded,261,582,011.Rusty_Blackbird/Rusty_Blackbird_0105_6937.jpg,10,Rusty Blackbird,10,Rusty Blackbird,8,Brewer Blackbird,1,2,True,True
openai_clip,degraded,356,774,014.Indigo_Bunting/Indigo_Bunting_0077_14060.jpg,13,Indigo Bunting,13,Indigo Bunting,14,Lazuli Bunting,1,2,True,True
openai_clip,degraded,411,887,016.Painted_Bunting/Painted_Bunting_0021_15295.jpg,15,Painted Bunting,15,Painted Bunting,14,Lazuli Bunting,1,2,True,True
openai_clip,degraded,449,973,018.Spotted_Catbird/Spotted_Catbird_0003_796822.jpg,17,Spotted Catbird,17,Spotted Catbird,26,Shiny Cowbird,1,3,True,True
openai_clip,degraded,454,993,018.Spotted_Catbird/Spotted_Catbird_0009_796795.jpg,17,Spotted Catbird,17,Spotted Catbird,147,Green-tailed Towhee,1,2,True,True
openai_clip,degraded,586,1265,023.Brandt_Cormorant/Brandt_Cormorant_0049_22924.jpg,22,Brandt Cormorant,22,Brandt Cormorant,24,Pelagic Cormorant,1,2,True,True
openai_clip,degraded,587,1266,023.Brandt_Cormorant/Brandt_Cormorant_0030_22926.jpg,22,Brandt Cormorant,22,Brandt Cormorant,24,Pelagic Cormorant,1,3,True,True
openai_clip,degraded,589,1268,023.Brandt_Cormorant/Brandt_Cormorant_0036_22937.jpg,22,Brandt Cormorant,22,Brandt Cormorant,24,Pelagic Cormorant,1,2,True,True
openai_clip,degraded,610,1316,024.Red_faced_Cormorant/Red_Faced_Cormorant_0015_796307.jpg,23,Red-faced Cormorant,23,Red-faced Cormorant,24,Pelagic Cormorant,1,2,True,True
openai_clip,degraded,618,1335,024.Red_faced_Cormorant/Red_Faced_Cormorant_0066_796333.jpg,23,Red-faced Cormorant,23,Red-faced Cormorant,24,Pelagic Cormorant,1,3,True,True
openai_clip,degraded,655,1412,026.Bronzed_Cowbird/Bronzed_Cowbird_0091_796212.jpg,25,Bronzed Cowbird,25,Bronzed Cowbird,26,Shiny Cowbird,1,3,True,True
openai_clip,degraded,665,1430,026.Bronzed_Cowbird/Bronzed_Cowbird_0076_796235.jpg,25,Bronzed Cowbird,25,Bronzed Cowbird,26,Shiny Cowbird,1,2,True,True
openai_clip,degraded,671,1437,026.Bronzed_Cowbird/Bronzed_Cowbird_0003_796246.jpg,25,Bronzed Cowbird,25,Bronzed Cowbird,29,Fish Crow,1,4,True,True
openai_clip,degraded,674,1446,026.Bronzed_Cowbird/Bronzed_Cowbird_0082_24175.jpg,25,Bronzed Cowbird,25,Bronzed Cowbird,26,Shiny Cowbird,1,2,True,True
openai_clip,degraded,675,1448,026.Bronzed_Cowbird/Bronzed_Cowbird_0021_24189.jpg,25,Bronzed Cowbird,25,Bronzed Cowbird,26,Shiny Cowbird,1,3,True,True
openai_clip,degraded,681,1462,026.Bronzed_Cowbird/Bronzed_Cowbird_0016_796245.jpg,25,Bronzed Cowbird,25,Bronzed Cowbird,10,Rusty Blackbird,1,2,True,True
openai_clip,degraded,772,1644,030.Fish_Crow/Fish_Crow_0059_25864.jpg,29,Fish Crow,29,Fish Crow,28,American Crow,1,2,True,True
openai_clip,degraded,780,1659,030.Fish_Crow/Fish_Crow_0085_25919.jpg,29,Fish Crow,29,Fish Crow,28,American Crow,1,2,True,True
openai_clip,degraded,792,1683,030.Fish_Crow/Fish_Crow_0020_26027.jpg,29,Fish Crow,29,Fish Crow,28,American Crow,1,2,True,True
